Mar  1 13:29:58 cs219-laptop kernel: [  237.450603] rraac3: 06:20:a6:57:ff:32 : tx_count: 44, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 13:29:59 cs219-laptop kernel: [  237.458562] rraac3: 06:20:a6:57:ff:32 : tx_count: 50, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 13:29:59 cs219-laptop kernel: [  237.462996] rraac3: 06:20:a6:57:ff:32 : tx_count: 56, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 13:29:59 cs219-laptop kernel: [  237.467108] rraac3: 06:20:a6:57:ff:32 : tx_count: 62, tx_rate: 9M, loss ratio: 14, window size: 10
Mar  1 13:29:59 cs219-laptop kernel: [  237.476153] rraac3: 06:20:a6:57:ff:32 : tx_count: 72, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 13:29:59 cs219-laptop kernel: [  237.488768] rraac3: 06:20:a6:57:ff:32 : tx_count: 87, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 13:29:59 cs219-laptop kernel: [  237.499390] rraac3: 06:20:a6:57:ff:32 : tx_count: 107, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 13:29:59 cs219-laptop kernel: [  237.502099] rraac3: 06:20:a6:57:ff:32 : tx_count: 127, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 13:29:59 cs219-laptop kernel: [  237.507236] rraac3: 06:20:a6:57:ff:32 : tx_count: 167, tx_rate: 36M, loss ratio: 4, window size: 40
Mar  1 13:29:59 cs219-laptop kernel: [  237.510329] rraac3: 06:20:a6:57:ff:32 : tx_count: 207, tx_rate: 48M, loss ratio: 4, window size: 40
Mar  1 13:29:59 cs219-laptop kernel: [  237.513226] rraac3: 06:20:a6:57:ff:32 : tx_count: 247, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.534217] rraac3: 06:20:a6:57:ff:32 : tx_count: 487, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.537560] rraac3: 06:20:a6:57:ff:32 : tx_count: 527, tx_rate: 54M, loss ratio: 4, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.547907] rraac3: 06:20:a6:57:ff:32 : tx_count: 647, tx_rate: 48M, loss ratio: 29, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.554735] rraac3: 06:20:a6:57:ff:32 : tx_count: 727, tx_rate: 36M, loss ratio: 24, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.565461] rraac3: 06:20:a6:57:ff:32 : tx_count: 847, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.568307] rraac3: 06:20:a6:57:ff:32 : tx_count: 887, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.577468] rraac3: 06:20:a6:57:ff:32 : tx_count: 1007, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:30:00 cs219-laptop kernel: [  237.582461] rraac3: 06:20:a6:57:ff:32 : tx_count: 1047, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:01 cs219-laptop kernel: [  237.642952] rraac3: 06:20:a6:57:ff:32 : tx_count: 1887, tx_rate: 48M, loss ratio: 24, window size: 40
Mar  1 13:30:01 cs219-laptop kernel: [  237.647046] rraac3: 06:20:a6:57:ff:32 : tx_count: 1927, tx_rate: 36M, loss ratio: 24, window size: 40
Mar  1 13:30:01 cs219-laptop kernel: [  237.650311] rraac3: 06:20:a6:57:ff:32 : tx_count: 1967, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 13:30:01 cs219-laptop kernel: [  237.653882] rraac3: 06:20:a6:57:ff:32 : tx_count: 2007, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:02 cs219-laptop kernel: [  237.932141] rraac3: 06:20:a6:57:ff:32 : tx_count: 4727, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:30:03 cs219-laptop kernel: [  237.953248] rraac3: 06:20:a6:57:ff:32 : tx_count: 4887, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:04 cs219-laptop kernel: [  238.205134] rraac3: 06:20:a6:57:ff:32 : tx_count: 7127, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 13:30:04 cs219-laptop kernel: [  238.213148] rraac3: 06:20:a6:57:ff:32 : tx_count: 7167, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:05 cs219-laptop kernel: [  238.307708] rraac3: 06:20:a6:57:ff:32 : tx_count: 8047, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 13:30:05 cs219-laptop kernel: [  238.323545] rraac3: 06:20:a6:57:ff:32 : tx_count: 8167, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:30:05 cs219-laptop kernel: [  238.377687] rraac3: 06:20:a6:57:ff:32 : tx_count: 8647, tx_rate: 48M, loss ratio: 11, window size: 40
Mar  1 13:30:05 cs219-laptop kernel: [  238.384710] rraac3: 06:20:a6:57:ff:32 : tx_count: 8687, tx_rate: 36M, loss ratio: 29, window size: 40
