Mar  1 16:27:48 cs219-laptop kernel: [  976.173862] rraac4: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 16:27:48 cs219-laptop kernel: [  976.181026] rraac4: 06:20:a6:57:ff:32 : tx_count: 7, tx_rate: 1M, loss ratio: 60, window size: 6
Mar  1 16:27:48 cs219-laptop kernel: [  976.214725] rraac4: 06:20:a6:57:ff:32 : tx_count: 13, tx_rate: 2M, loss ratio: 25, window size: 6
Mar  1 16:27:49 cs219-laptop kernel: [  976.249140] rraac4: 06:20:a6:57:ff:32 : tx_count: 31, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 16:27:49 cs219-laptop kernel: [  976.253084] rraac4: 06:20:a6:57:ff:32 : tx_count: 37, tx_rate: 6M, loss ratio: 14, window size: 6
Mar  1 16:27:49 cs219-laptop kernel: [  976.257215] rraac4: 06:20:a6:57:ff:32 : tx_count: 43, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 16:27:49 cs219-laptop kernel: [  976.265887] rraac4: 06:20:a6:57:ff:32 : tx_count: 53, tx_rate: 11M, loss ratio: 9, window size: 15
Mar  1 16:28:13 cs219-laptop kernel: [  977.978154] rraac4: 06:20:a6:57:ff:32 : tx_count: 67, tx_rate: 9M, loss ratio: 57, window size: 10
Mar  1 16:28:13 cs219-laptop kernel: [  978.007640] rraac4: 06:20:a6:57:ff:32 : tx_count: 87, tx_rate: 6M, loss ratio: 64, window size: 6
Mar  1 16:28:13 cs219-laptop kernel: [  978.011773] rraac4: 06:20:a6:57:ff:32 : tx_count: 92, tx_rate: 5M, loss ratio: 83, window size: 6
Mar  1 16:28:13 cs219-laptop kernel: [  978.021041] rraac4: 06:20:a6:57:ff:32 : tx_count: 98, tx_rate: 6M, loss ratio: 14, window size: 6
Mar  1 16:28:13 cs219-laptop kernel: [  978.029791] rraac4: 06:20:a6:57:ff:32 : tx_count: 104, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 16:28:13 cs219-laptop kernel: [  978.031237] rraac4: 06:20:a6:57:ff:32 : tx_count: 114, tx_rate: 11M, loss ratio: 9, window size: 15
Mar  1 16:28:13 cs219-laptop kernel: [  978.034556] rraac4: 06:20:a6:57:ff:32 : tx_count: 129, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 16:28:13 cs219-laptop kernel: [  978.037868] rraac4: 06:20:a6:57:ff:32 : tx_count: 149, tx_rate: 18M, loss ratio: 4, window size: 20
Mar  1 16:28:13 cs219-laptop kernel: [  978.040496] rraac4: 06:20:a6:57:ff:32 : tx_count: 169, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:28:13 cs219-laptop kernel: [  978.045545] rraac4: 06:20:a6:57:ff:32 : tx_count: 209, tx_rate: 36M, loss ratio: 9, window size: 40
Mar  1 16:28:13 cs219-laptop kernel: [  978.051348] rraac4: 06:20:a6:57:ff:32 : tx_count: 289, tx_rate: 48M, loss ratio: 4, window size: 40
Mar  1 16:28:14 cs219-laptop kernel: [  978.082679] rraac4: 06:20:a6:57:ff:32 : tx_count: 330, tx_rate: 36M, loss ratio: 99, window size: 40
Mar  1 16:28:14 cs219-laptop kernel: [  978.102873] rraac4: 06:20:a6:57:ff:32 : tx_count: 330, tx_rate: 24M, loss ratio: 100, window size: 40
Mar  1 16:28:14 cs219-laptop kernel: [  978.117993] rraac4: 06:20:a6:57:ff:32 : tx_count: 351, tx_rate: 18M, loss ratio: 91, window size: 20
Mar  1 16:28:14 cs219-laptop kernel: [  978.119826] rraac4: 06:20:a6:57:ff:32 : tx_count: 371, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:28:14 cs219-laptop kernel: [  978.124118] rraac4: 06:20:a6:57:ff:32 : tx_count: 411, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 16:28:14 cs219-laptop kernel: [  978.127755] rraac4: 06:20:a6:57:ff:32 : tx_count: 451, tx_rate: 48M, loss ratio: 2, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.146632] rraac4: 06:20:a6:57:ff:32 : tx_count: 501, tx_rate: 36M, loss ratio: 97, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.164284] rraac4: 06:20:a6:57:ff:32 : tx_count: 506, tx_rate: 24M, loss ratio: 98, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.168130] rraac4: 06:20:a6:57:ff:32 : tx_count: 546, tx_rate: 36M, loss ratio: 6, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.171087] rraac4: 06:20:a6:57:ff:32 : tx_count: 586, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.174349] rraac4: 06:20:a6:57:ff:32 : tx_count: 626, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.188409] rraac4: 06:20:a6:57:ff:32 : tx_count: 634, tx_rate: 48M, loss ratio: 97, window size: 40
Mar  1 16:28:15 cs219-laptop kernel: [  978.215877] rraac4: 06:20:a6:57:ff:32 : tx_count: 634, tx_rate: 36M, loss ratio: 100, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.231932] rraac4: 06:20:a6:57:ff:32 : tx_count: 634, tx_rate: 24M, loss ratio: 100, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.243824] rraac4: 06:20:a6:57:ff:32 : tx_count: 654, tx_rate: 18M, loss ratio: 91, window size: 20
Mar  1 16:28:16 cs219-laptop kernel: [  978.245516] rraac4: 06:20:a6:57:ff:32 : tx_count: 674, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.249010] rraac4: 06:20:a6:57:ff:32 : tx_count: 714, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.256421] rraac4: 06:20:a6:57:ff:32 : tx_count: 794, tx_rate: 48M, loss ratio: 6, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.260701] rraac4: 06:20:a6:57:ff:32 : tx_count: 832, tx_rate: 36M, loss ratio: 37, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.272345] rraac4: 06:20:a6:57:ff:32 : tx_count: 842, tx_rate: 24M, loss ratio: 97, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.284337] rraac4: 06:20:a6:57:ff:32 : tx_count: 880, tx_rate: 18M, loss ratio: 75, window size: 20
Mar  1 16:28:16 cs219-laptop kernel: [  978.287537] rraac4: 06:20:a6:57:ff:32 : tx_count: 920, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.291180] rraac4: 06:20:a6:57:ff:32 : tx_count: 960, tx_rate: 36M, loss ratio: 2, window size: 40
Mar  1 16:28:16 cs219-laptop kernel: [  978.296358] rraac4: 06:20:a6:57:ff:32 : tx_count: 999, tx_rate: 24M, loss ratio: 50, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.300232] rraac4: 06:20:a6:57:ff:32 : tx_count: 1039, tx_rate: 18M, loss ratio: 38, window size: 20
Mar  1 16:28:17 cs219-laptop kernel: [  978.303823] rraac4: 06:20:a6:57:ff:32 : tx_count: 1079, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.307514] rraac4: 06:20:a6:57:ff:32 : tx_count: 1119, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.311015] rraac4: 06:20:a6:57:ff:32 : tx_count: 1159, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.318507] rraac4: 06:20:a6:57:ff:32 : tx_count: 1193, tx_rate: 36M, loss ratio: 67, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.332987] rraac4: 06:20:a6:57:ff:32 : tx_count: 1193, tx_rate: 24M, loss ratio: 100, window size: 40
Mar  1 16:28:17 cs219-laptop kernel: [  978.346100] rraac4: 06:20:a6:57:ff:32 : tx_count: 1210, tx_rate: 18M, loss ratio: 94, window size: 20
Mar  1 16:28:17 cs219-laptop kernel: [  978.350822] rraac4: 06:20:a6:57:ff:32 : tx_count: 1250, tx_rate: 24M, loss ratio: 0, window size: 40
