Mar  1 13:50:03 cs219-laptop kernel: [  354.277704] rraac4: 06:20:a6:57:ff:32 : tx_count: 0, tx_rate: 48M, loss ratio: 100, window size: 40
Mar  1 13:51:05 cs219-laptop kernel: [  357.086531] rraac4: 06:20:a6:57:ff:32 : tx_count: 39, tx_rate: 36M, loss ratio: 33, window size: 40
Mar  1 13:51:05 cs219-laptop kernel: [  357.102851] rraac4: 06:20:a6:57:ff:32 : tx_count: 79, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 13:51:05 cs219-laptop kernel: [  357.104771] rraac4: 06:20:a6:57:ff:32 : tx_count: 119, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:05 cs219-laptop kernel: [  357.112193] rraac4: 06:20:a6:57:ff:32 : tx_count: 199, tx_rate: 48M, loss ratio: 23, window size: 40
Mar  1 13:51:05 cs219-laptop kernel: [  357.118283] rraac4: 06:20:a6:57:ff:32 : tx_count: 319, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:07 cs219-laptop kernel: [  357.367937] rraac4: 06:20:a6:57:ff:32 : tx_count: 3119, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:07 cs219-laptop kernel: [  357.370411] rraac4: 06:20:a6:57:ff:32 : tx_count: 3159, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:07 cs219-laptop kernel: [  357.372385] rraac4: 06:20:a6:57:ff:32 : tx_count: 3199, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:51:07 cs219-laptop kernel: [  357.374094] rraac4: 06:20:a6:57:ff:32 : tx_count: 3239, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:08 cs219-laptop kernel: [  357.451492] rraac4: 06:20:a6:57:ff:32 : tx_count: 4039, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:08 cs219-laptop kernel: [  357.459881] rraac4: 06:20:a6:57:ff:32 : tx_count: 4199, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.628558] rraac4: 06:20:a6:57:ff:32 : tx_count: 5759, tx_rate: 48M, loss ratio: 20, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.630343] rraac4: 06:20:a6:57:ff:32 : tx_count: 5799, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.716789] rraac4: 06:20:a6:57:ff:32 : tx_count: 6719, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.720392] rraac4: 06:20:a6:57:ff:32 : tx_count: 6799, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.743143] rraac4: 06:20:a6:57:ff:32 : tx_count: 6999, tx_rate: 48M, loss ratio: 27, window size: 40
Mar  1 13:51:09 cs219-laptop kernel: [  357.753253] rraac4: 06:20:a6:57:ff:32 : tx_count: 7119, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:10 cs219-laptop kernel: [  357.781454] rraac4: 06:20:a6:57:ff:32 : tx_count: 7439, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:10 cs219-laptop kernel: [  357.785864] rraac4: 06:20:a6:57:ff:32 : tx_count: 7519, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:15 cs219-laptop kernel: [  358.534097] rraac4: 06:20:a6:57:ff:32 : tx_count: 16119, tx_rate: 48M, loss ratio: 20, window size: 40
Mar  1 13:51:15 cs219-laptop kernel: [  358.545622] rraac4: 06:20:a6:57:ff:32 : tx_count: 16239, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.680437] rraac4: 06:20:a6:57:ff:32 : tx_count: 29119, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.690515] rraac4: 06:20:a6:57:ff:32 : tx_count: 29159, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.769835] rraac4: 06:20:a6:57:ff:32 : tx_count: 29999, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.777312] rraac4: 06:20:a6:57:ff:32 : tx_count: 30119, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.784080] rraac4: 06:20:a6:57:ff:32 : tx_count: 30239, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:24 cs219-laptop kernel: [  359.789797] rraac4: 06:20:a6:57:ff:32 : tx_count: 30279, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:27 cs219-laptop kernel: [  360.150513] rraac4: 06:20:a6:57:ff:32 : tx_count: 34159, tx_rate: 48M, loss ratio: 13, window size: 40
Mar  1 13:51:27 cs219-laptop kernel: [  360.156019] rraac4: 06:20:a6:57:ff:32 : tx_count: 34239, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:29 cs219-laptop kernel: [  360.446150] rraac4: 06:20:a6:57:ff:32 : tx_count: 37679, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 13:51:29 cs219-laptop kernel: [  360.458556] rraac4: 06:20:a6:57:ff:32 : tx_count: 37879, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:51:29 cs219-laptop kernel: [  360.460858] rraac4: 06:20:a6:57:ff:32 : tx_count: 37919, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 13:51:29 cs219-laptop kernel: [  360.468066] rraac4: 06:20:a6:57:ff:32 : tx_count: 37999, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:51:30 cs219-laptop kernel: [  360.495242] rraac4: 06:20:a6:57:ff:32 : tx_count: 38319, tx_rate: 48M, loss ratio: 25, window size: 40
Mar  1 13:51:30 cs219-laptop kernel: [  360.502175] rraac4: 06:20:a6:57:ff:32 : tx_count: 38439, tx_rate: 54M, loss ratio: 0, window size: 40
