Mar  1 14:18:13 cs219-laptop kernel: [  228.370892] rraac1: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 14:18:13 cs219-laptop kernel: [  228.375415] rraac1: 06:20:a6:57:ff:32 : tx_count: 7, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 14:18:13 cs219-laptop kernel: [  228.379565] rraac1: 06:20:a6:57:ff:32 : tx_count: 13, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 14:18:13 cs219-laptop kernel: [  228.383717] rraac1: 06:20:a6:57:ff:32 : tx_count: 19, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 14:18:13 cs219-laptop kernel: [  228.391797] rraac1: 06:20:a6:57:ff:32 : tx_count: 29, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 14:18:13 cs219-laptop kernel: [  228.419853] rraac1: 06:20:a6:57:ff:32 : tx_count: 44, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 14:18:13 cs219-laptop kernel: [  228.432846] rraac1: 06:20:a6:57:ff:32 : tx_count: 64, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 14:18:13 cs219-laptop kernel: [  228.436020] rraac1: 06:20:a6:57:ff:32 : tx_count: 84, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 14:18:13 cs219-laptop kernel: [  228.444342] rraac1: 06:20:a6:57:ff:32 : tx_count: 124, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 14:18:14 cs219-laptop kernel: [  228.452228] rraac1: 06:20:a6:57:ff:32 : tx_count: 164, tx_rate: 48M, loss ratio: 2, window size: 40
Mar  1 14:18:14 cs219-laptop kernel: [  228.487871] rraac1: 06:20:a6:57:ff:32 : tx_count: 524, tx_rate: 36M, loss ratio: 46, window size: 40
Mar  1 14:18:14 cs219-laptop kernel: [  228.494626] rraac1: 06:20:a6:57:ff:32 : tx_count: 604, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 14:18:14 cs219-laptop kernel: [  228.498945] rraac1: 06:20:a6:57:ff:32 : tx_count: 644, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 14:18:14 cs219-laptop kernel: [  228.575761] rraac1: 06:20:a6:57:ff:32 : tx_count: 708, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 14:18:15 cs219-laptop kernel: [  228.584469] rraac1: 06:20:a6:57:ff:32 : tx_count: 714, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 14:18:15 cs219-laptop kernel: [  228.588677] rraac1: 06:20:a6:57:ff:32 : tx_count: 720, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 14:18:15 cs219-laptop kernel: [  228.592829] rraac1: 06:20:a6:57:ff:32 : tx_count: 726, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 14:18:15 cs219-laptop kernel: [  228.602557] rraac1: 06:20:a6:57:ff:32 : tx_count: 736, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 14:18:15 cs219-laptop kernel: [  228.642622] rraac1: 06:20:a6:57:ff:32 : tx_count: 751, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 14:18:15 cs219-laptop kernel: [  228.653725] rraac1: 06:20:a6:57:ff:32 : tx_count: 771, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 14:18:15 cs219-laptop kernel: [  228.656582] rraac1: 06:20:a6:57:ff:32 : tx_count: 791, tx_rate: 24M, loss ratio: 4, window size: 40
Mar  1 14:18:15 cs219-laptop kernel: [  228.661116] rraac1: 06:20:a6:57:ff:32 : tx_count: 831, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 14:18:15 cs219-laptop kernel: [  228.664565] rraac1: 06:20:a6:57:ff:32 : tx_count: 871, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 14:18:15 cs219-laptop kernel: [  228.667705] rraac1: 06:20:a6:57:ff:32 : tx_count: 911, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:18:15 cs219-laptop kernel: [  228.675104] rraac1: 06:20:a6:57:ff:32 : tx_count: 991, tx_rate: 48M, loss ratio: 60, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.683721] rraac1: 06:20:a6:57:ff:32 : tx_count: 1027, tx_rate: 36M, loss ratio: 78, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.686810] rraac1: 06:20:a6:57:ff:32 : tx_count: 1067, tx_rate: 48M, loss ratio: 4, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.690000] rraac1: 06:20:a6:57:ff:32 : tx_count: 1107, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.707949] rraac1: 06:20:a6:57:ff:32 : tx_count: 1172, tx_rate: 48M, loss ratio: 88, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.723315] rraac1: 06:20:a6:57:ff:32 : tx_count: 1172, tx_rate: 36M, loss ratio: 100, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.727217] rraac1: 06:20:a6:57:ff:32 : tx_count: 1212, tx_rate: 24M, loss ratio: 40, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.730062] rraac1: 06:20:a6:57:ff:32 : tx_count: 1252, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.733593] rraac1: 06:20:a6:57:ff:32 : tx_count: 1292, tx_rate: 48M, loss ratio: 2, window size: 40
Mar  1 14:18:16 cs219-laptop kernel: [  228.736677] rraac1: 06:20:a6:57:ff:32 : tx_count: 1332, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:18:17 cs219-laptop kernel: [  228.871791] rraac1: 06:20:a6:57:ff:32 : tx_count: 2772, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 14:18:17 cs219-laptop kernel: [  228.878643] rraac1: 06:20:a6:57:ff:32 : tx_count: 2852, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:18:17 cs219-laptop kernel: [  228.932661] rraac1: 06:20:a6:57:ff:32 : tx_count: 3412, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 14:18:17 cs219-laptop kernel: [  228.942448] rraac1: 06:20:a6:57:ff:32 : tx_count: 3452, tx_rate: 36M, loss ratio: 29, window size: 40
Mar  1 14:18:17 cs219-laptop kernel: [  228.945951] rraac1: 06:20:a6:57:ff:32 : tx_count: 3492, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.949275] rraac1: 06:20:a6:57:ff:32 : tx_count: 3532, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.955310] rraac1: 06:20:a6:57:ff:32 : tx_count: 3612, tx_rate: 48M, loss ratio: 14, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.964501] rraac1: 06:20:a6:57:ff:32 : tx_count: 3652, tx_rate: 36M, loss ratio: 38, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.970779] rraac1: 06:20:a6:57:ff:32 : tx_count: 3732, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.973692] rraac1: 06:20:a6:57:ff:32 : tx_count: 3772, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 14:18:18 cs219-laptop kernel: [  228.983511] rraac1: 06:20:a6:57:ff:32 : tx_count: 3793, tx_rate: 48M, loss ratio: 90, window size: 40
