Mar  1 14:37:03 cs219-laptop kernel: [  342.347719] rraac4: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 48M, loss ratio: 75, window size: 40
Mar  1 14:37:08 cs219-laptop kernel: [  342.939496] rraac4: 06:20:a6:57:ff:32 : tx_count: 32, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 14:37:08 cs219-laptop kernel: [  342.946202] rraac4: 06:20:a6:57:ff:32 : tx_count: 38, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 14:37:08 cs219-laptop kernel: [  342.950918] rraac4: 06:20:a6:57:ff:32 : tx_count: 44, tx_rate: 6M, loss ratio: 14, window size: 6
Mar  1 14:37:08 cs219-laptop kernel: [  342.955301] rraac4: 06:20:a6:57:ff:32 : tx_count: 50, tx_rate: 9M, loss ratio: 14, window size: 10
Mar  1 14:37:09 cs219-laptop kernel: [  342.966237] rraac4: 06:20:a6:57:ff:32 : tx_count: 60, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 14:37:09 cs219-laptop kernel: [  342.983723] rraac4: 06:20:a6:57:ff:32 : tx_count: 75, tx_rate: 12M, loss ratio: 6, window size: 20
Mar  1 14:37:09 cs219-laptop kernel: [  342.992901] rraac4: 06:20:a6:57:ff:32 : tx_count: 95, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 14:37:09 cs219-laptop kernel: [  342.995746] rraac4: 06:20:a6:57:ff:32 : tx_count: 115, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 14:37:09 cs219-laptop kernel: [  343.029334] rraac4: 06:20:a6:57:ff:32 : tx_count: 155, tx_rate: 36M, loss ratio: 2, window size: 40
Mar  1 14:37:09 cs219-laptop kernel: [  343.043099] rraac4: 06:20:a6:57:ff:32 : tx_count: 275, tx_rate: 48M, loss ratio: 2, window size: 40
Mar  1 14:37:09 cs219-laptop kernel: [  343.046167] rraac4: 06:20:a6:57:ff:32 : tx_count: 315, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 14:37:09 cs219-laptop kernel: [  343.050717] rraac4: 06:20:a6:57:ff:32 : tx_count: 352, tx_rate: 48M, loss ratio: 58, window size: 40
