Mar  1 13:36:39 cs219-laptop kernel: [  272.533203] rraac4: 06:20:a6:57:ff:32 : tx_count: 11, tx_rate: 2M, loss ratio: 33, window size: 6
Mar  1 13:36:39 cs219-laptop kernel: [  272.534717] rraac4: 06:20:a6:57:ff:32 : tx_count: 17, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 13:36:39 cs219-laptop kernel: [  272.537586] rraac4: 06:20:a6:57:ff:32 : tx_count: 23, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 13:36:39 cs219-laptop kernel: [  272.538853] rraac4: 06:20:a6:57:ff:32 : tx_count: 29, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 13:36:40 cs219-laptop kernel: [  272.542265] rraac4: 06:20:a6:57:ff:32 : tx_count: 39, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 13:36:40 cs219-laptop kernel: [  272.576682] rraac4: 06:20:a6:57:ff:32 : tx_count: 54, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 13:36:40 cs219-laptop kernel: [  272.580406] rraac4: 06:20:a6:57:ff:32 : tx_count: 74, tx_rate: 18M, loss ratio: 4, window size: 20
Mar  1 13:36:40 cs219-laptop kernel: [  272.581846] rraac4: 06:20:a6:57:ff:32 : tx_count: 94, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 13:36:40 cs219-laptop kernel: [  272.584572] rraac4: 06:20:a6:57:ff:32 : tx_count: 134, tx_rate: 36M, loss ratio: 2, window size: 40
Mar  1 13:36:40 cs219-laptop kernel: [  272.586400] rraac4: 06:20:a6:57:ff:32 : tx_count: 174, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 13:36:40 cs219-laptop kernel: [  272.588304] rraac4: 06:20:a6:57:ff:32 : tx_count: 214, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:36:40 cs219-laptop kernel: [  272.616790] rraac4: 06:20:a6:57:ff:32 : tx_count: 854, tx_rate: 48M, loss ratio: 21, window size: 40
Mar  1 13:36:41 cs219-laptop kernel: [  272.622621] rraac4: 06:20:a6:57:ff:32 : tx_count: 974, tx_rate: 54M, loss ratio: 2, window size: 40
