Mar  1 13:23:11 cs219-laptop kernel: [  192.908536] rraac2: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 48M, loss ratio: 75, window size: 40
Mar  1 13:23:55 cs219-laptop kernel: [  195.862454] rraac2: 06:20:a6:57:ff:32 : tx_count: 41, tx_rate: 2M, loss ratio: 0, window size: 6
Mar  1 13:23:55 cs219-laptop kernel: [  195.865289] rraac2: 06:20:a6:57:ff:32 : tx_count: 47, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 13:23:55 cs219-laptop kernel: [  195.866982] rraac2: 06:20:a6:57:ff:32 : tx_count: 53, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 13:23:55 cs219-laptop kernel: [  195.868319] rraac2: 06:20:a6:57:ff:32 : tx_count: 59, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 13:23:55 cs219-laptop kernel: [  195.871631] rraac2: 06:20:a6:57:ff:32 : tx_count: 69, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 13:23:56 cs219-laptop kernel: [  195.876272] rraac2: 06:20:a6:57:ff:32 : tx_count: 84, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 13:23:56 cs219-laptop kernel: [  195.884722] rraac2: 06:20:a6:57:ff:32 : tx_count: 104, tx_rate: 18M, loss ratio: 9, window size: 20
Mar  1 13:23:56 cs219-laptop kernel: [  195.887813] rraac2: 06:20:a6:57:ff:32 : tx_count: 144, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 13:23:56 cs219-laptop kernel: [  195.891759] rraac2: 06:20:a6:57:ff:32 : tx_count: 184, tx_rate: 36M, loss ratio: 2, window size: 40
Mar  1 13:23:56 cs219-laptop kernel: [  195.893911] rraac2: 06:20:a6:57:ff:32 : tx_count: 224, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 13:23:56 cs219-laptop kernel: [  195.895970] rraac2: 06:20:a6:57:ff:32 : tx_count: 264, tx_rate: 54M, loss ratio: 2, window size: 40
Mar  1 13:23:58 cs219-laptop kernel: [  196.066349] rraac2: 06:20:a6:57:ff:32 : tx_count: 2984, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 13:23:58 cs219-laptop kernel: [  196.068676] rraac2: 06:20:a6:57:ff:32 : tx_count: 3024, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 13:23:58 cs219-laptop kernel: [  196.130171] rraac2: 06:20:a6:57:ff:32 : tx_count: 3744, tx_rate: 48M, loss ratio: 9, window size: 40
