Mar  1 16:04:05 cs219-laptop kernel: [  877.897015] rraac1: 06:20:a6:57:ff:32 : tx_count: 60466, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:04:05 cs219-laptop kernel: [  877.899386] rraac1: 06:20:a6:57:ff:32 : tx_count: 60506, tx_rate: 36M, loss ratio: 6, window size: 40
Mar  1 16:04:06 cs219-laptop kernel: [  877.907523] rraac1: 06:20:a6:57:ff:32 : tx_count: 60573, tx_rate: 24M, loss ratio: 88, window size: 40
Mar  1 16:04:06 cs219-laptop kernel: [  877.912146] rraac1: 06:20:a6:57:ff:32 : tx_count: 60609, tx_rate: 18M, loss ratio: 72, window size: 20
Mar  1 16:04:06 cs219-laptop kernel: [  877.916360] rraac1: 06:20:a6:57:ff:32 : tx_count: 60629, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:05:23 cs219-laptop kernel: [  888.664316] rraac2: 06:20:a6:57:ff:32 : tx_count: 0, tx_rate: 48M, loss ratio: 100, window size: 40
Mar  1 16:05:23 cs219-laptop kernel: [  888.681128] rraac2: 06:20:a6:57:ff:32 : tx_count: 0, tx_rate: 36M, loss ratio: 100, window size: 40
Mar  1 16:05:23 cs219-laptop kernel: [  888.694600] rraac2: 06:20:a6:57:ff:32 : tx_count: 0, tx_rate: 24M, loss ratio: 100, window size: 40
Mar  1 16:05:23 cs219-laptop kernel: [  888.719160] rraac2: 06:20:a6:57:ff:32 : tx_count: 17, tx_rate: 18M, loss ratio: 94, window size: 20
Mar  1 16:05:23 cs219-laptop kernel: [  888.723135] rraac2: 06:20:a6:57:ff:32 : tx_count: 32, tx_rate: 12M, loss ratio: 81, window size: 20
Mar  1 16:05:23 cs219-laptop kernel: [  888.724527] rraac2: 06:20:a6:57:ff:32 : tx_count: 52, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 16:05:23 cs219-laptop kernel: [  888.731045] rraac2: 06:20:a6:57:ff:32 : tx_count: 112, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 16:05:23 cs219-laptop kernel: [  888.742412] rraac2: 06:20:a6:57:ff:32 : tx_count: 152, tx_rate: 18M, loss ratio: 27, window size: 20
Mar  1 16:05:24 cs219-laptop kernel: [  888.748307] rraac2: 06:20:a6:57:ff:32 : tx_count: 172, tx_rate: 12M, loss ratio: 51, window size: 20
Mar  1 16:05:24 cs219-laptop kernel: [  888.755163] rraac2: 06:20:a6:57:ff:32 : tx_count: 192, tx_rate: 11M, loss ratio: 39, window size: 15
Mar  1 16:05:24 cs219-laptop kernel: [  888.757348] rraac2: 06:20:a6:57:ff:32 : tx_count: 207, tx_rate: 12M, loss ratio: 6, window size: 20
