Mar  1 14:24:24 cs219-laptop kernel: [  271.783674] rraac2: 06:20:a6:57:ff:32 : tx_count: 1, tx_rate: 48M, loss ratio: 66, window size: 40
Mar  1 14:24:31 cs219-laptop kernel: [  272.387486] rraac2: 06:20:a6:57:ff:32 : tx_count: 41, tx_rate: 2M, loss ratio: 2, window size: 6
Mar  1 14:24:31 cs219-laptop kernel: [  272.389536] rraac2: 06:20:a6:57:ff:32 : tx_count: 47, tx_rate: 5M, loss ratio: 0, window size: 6
Mar  1 14:24:31 cs219-laptop kernel: [  272.391651] rraac2: 06:20:a6:57:ff:32 : tx_count: 53, tx_rate: 6M, loss ratio: 0, window size: 6
Mar  1 14:24:32 cs219-laptop kernel: [  272.423003] rraac2: 06:20:a6:57:ff:32 : tx_count: 59, tx_rate: 9M, loss ratio: 0, window size: 10
Mar  1 14:24:32 cs219-laptop kernel: [  272.427946] rraac2: 06:20:a6:57:ff:32 : tx_count: 69, tx_rate: 11M, loss ratio: 0, window size: 15
Mar  1 14:24:32 cs219-laptop kernel: [  272.433519] rraac2: 06:20:a6:57:ff:32 : tx_count: 84, tx_rate: 12M, loss ratio: 0, window size: 20
Mar  1 14:24:32 cs219-laptop kernel: [  272.438073] rraac2: 06:20:a6:57:ff:32 : tx_count: 104, tx_rate: 18M, loss ratio: 0, window size: 20
Mar  1 14:24:32 cs219-laptop kernel: [  272.439379] rraac2: 06:20:a6:57:ff:32 : tx_count: 124, tx_rate: 24M, loss ratio: 0, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.441816] rraac2: 06:20:a6:57:ff:32 : tx_count: 164, tx_rate: 36M, loss ratio: 0, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.446697] rraac2: 06:20:a6:57:ff:32 : tx_count: 204, tx_rate: 48M, loss ratio: 0, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.450377] rraac2: 06:20:a6:57:ff:32 : tx_count: 244, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.456064] rraac2: 06:20:a6:57:ff:32 : tx_count: 364, tx_rate: 48M, loss ratio: 16, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.460729] rraac2: 06:20:a6:57:ff:32 : tx_count: 444, tx_rate: 54M, loss ratio: 0, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.464527] rraac2: 06:20:a6:57:ff:32 : tx_count: 524, tx_rate: 48M, loss ratio: 18, window size: 40
Mar  1 14:24:32 cs219-laptop kernel: [  272.466700] rraac2: 06:20:a6:57:ff:32 : tx_count: 564, tx_rate: 36M, loss ratio: 32, window size: 40
